Short description,Description,Caller,Assignment group,New_Assignment_Groups,Text_length,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
job apo_bop_plant_283a failed in job_scheduler at: 10/30/2016 01:25:00  ,job apo bop plant fail job scheduler job apo bop plant fail job scheduler,bpctwhsn kzqsbmtp,GRP_6,GRP_6,116,2.0,0.7264999747276306,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['plant', 'fail', 'job', 'job', 'plant', 'fail', 'job', 'scheduler']"
job Job_1315 failed in job_scheduler at: 10/30/2016 00:48:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_9,GRP_9,106,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
job mm_zscr0099_wkly_rollfgyuej1 failed in job_scheduler at: 10/30/2016 00:11:00  ,job mm zscr wkly rollfgyuej fail job scheduler job mm zscr wkly rollfgyuej fail job scheduler,bpctwhsn kzqsbmtp,GRP_8,GRP_8,126,2.0,0.9660000205039978,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'fail', 'job', 'scheduler', 'job', 'fail', 'job', 'scheduler']"
unable to open ie ,unable open ie unable open ie,tmopbken ibzougsd,GRP_0,GRP_0,18,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'open', 'unable', 'open']"
job Job_3050 failed in job_scheduler at: 10/29/2016 23:02:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_8,GRP_8,106,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
job SID_30cold failed in job_scheduler at: 10/29/2016 18:58:00  ,job sid cold failed job scheduler job sid cold failed job scheduler,bpctwhsn kzqsbmtp,GRP_5,GRP_5,108,2.0,0.9660000205039978,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'cold_failed', 'job', 'scheduler', 'job', 'cold_failed', 'job', 'scheduler']"
job SID_35cold failed in job_scheduler at: 10/29/2016 18:47:00  ,job sid cold failed job scheduler job sid cold failed job scheduler,bpctwhsn kzqsbmtp,GRP_5,GRP_5,108,2.0,0.9660000205039978,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'cold_failed', 'job', 'scheduler', 'job', 'cold_failed', 'job', 'scheduler']"
job Job_436 failed in job_scheduler at: 10/29/2016 18:29:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_5,GRP_5,105,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
job SID_29cold failed in job_scheduler at: 10/29/2016 18:11:00  ,job sid cold failed job scheduler job sid cold failed job scheduler,bpctwhsn kzqsbmtp,GRP_5,GRP_5,108,2.0,0.9660000205039978,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'cold_failed', 'job', 'scheduler', 'job', 'cold_failed', 'job', 'scheduler']"
job Job_717 failed in job_scheduler at: 10/29/2016 18:11:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_5,GRP_5,105,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
job SID_26cold failed in job_scheduler at: 10/29/2016 18:11:00  ,job sid cold failed job scheduler job sid cold failed job scheduler,bpctwhsn kzqsbmtp,GRP_5,GRP_5,108,2.0,0.9660000205039978,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'cold_failed', 'job', 'scheduler', 'job', 'cold_failed', 'job', 'scheduler']"
job SID_35cold failed in job_scheduler at: 10/29/2016 18:09:00  ,job sid cold failed job scheduler job sid cold failed job scheduler,bpctwhsn kzqsbmtp,GRP_5,GRP_5,108,2.0,0.9660000205039978,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'cold_failed', 'job', 'scheduler', 'job', 'cold_failed', 'job', 'scheduler']"
amssm00345: c:\ label:sys-amssm00345 94ef9088 on server: is over  85% space consumed. space available: 2.7 g ,amssm label sys amssm ef server space consume space available amssm label sys amssm ef server space consume space available g,jyoqwxhz clhxsoqy,GRP_12,GRP_12,109,1.0,0.8823999762535095,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['space_available', 'space_available']"
unable to view payslips from hr_tool e time,unable view payslip hr tool time unable view payslip hr tool time,vzrbocfl wxtpoyez,GRP_0,GRP_0,43,0.0,0.9883999824523926,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'view', 'payslip', 'tool', 'time', 'unable', 'view', 'payslip', 'tool', 'time']"
password expiry tomorrow,password expiry tomorrow system say password expire tomorrow want change new password allow new password accept say server authorize kindly check needful password expire tomorrow,ecprjbod litmjwsy,GRP_0,GRP_0,301,0.0,0.9934999942779541,"user, issue, tool, unable, access, error, need, work, help, system","['tomorrow', 'system', 'say', 'tomorrow', 'want', 'change', 'new', 'password', 'allow', 'new', 'password', 'say', 'server', 'authorize', 'kindly', 'check', 'needful', 'tomorrow']"
re: ess portal access issue,ess portal access issue hello kiosk user please reset password confirm ess portal access issue hi mention employee krlszbqo spimolgz user -PRON- sv able login ess portal access pay slip relate content attendance tool user please reset user -PRON- password revert back,noscwdpm akiowsmp,GRP_0,GRP_0,515,0.0,0.8881999850273132,"user, issue, tool, unable, access, error, need, work, help, system","['access', 'issue', 'user', 'reset', 'confirm', 'access', 'issue', 'mention', 'able', 'access', 'relate', 'content', 'attendance', 'tool', 'user', 'reset', 'user', 'pron', 'back']"
ess portal access issue,ess portal access issue hi mention employee krlszbqo spimolgz user -PRON- sv able login ess portal access pay slip relate content attendance tool user please reset user -PRON- password revert back,ihkolepb ozhnjyef,GRP_0,GRP_0,280,0.0,0.9208999872207642,"user, issue, tool, unable, access, error, need, work, help, system","['access', 'issue', 'mention', 'able', 'access', 'relate', 'content', 'attendance', 'tool', 'user', 'reset', 'user', 'pron', 'back']"
job Job_1390 failed in job_scheduler at: 10/29/2016 03:55:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_9,GRP_9,106,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
job Job_2002 failed in job_scheduler at: 10/29/2016 02:52:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_8,GRP_8,106,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
job Job_2002 failed in job_scheduler at: 10/29/2016 02:30:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_6,GRP_6,106,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
job Job_1319 failed in job_scheduler at: 10/29/2016 02:02:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_9,GRP_9,106,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
job Job_1382 failed in job_scheduler at: 10/29/2016 02:00:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_9,GRP_9,106,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
attendance_tool - system log on error,attendance tool system log error hello good morning experience issue attendance tool log every time try log single sign portal following screen get display stay appreciate support fix issue,isfadulo etkyjabn,GRP_0,GRP_0,315,0.0,0.9951000213623047,"user, issue, tool, unable, access, error, need, work, help, system","['attendance', 'tool', 'system', 'log', 'error', 'good', 'morning', 'experience', 'issue', 'attendance', 'tool', 'log', 'time', 'try', 'log', 'portal', 'following', 'screen', 'display', 'stay', 'appreciate', 'support', 'fix', 'issue']"
excel freezing issue,excel freeze issue excel freezing issue,jborwynt gidxbfrq,GRP_0,GRP_0,20,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['issue', 'excel', 'freeze', 'issue']"
unable to sync a file in collaboration_platform ,unable sync file collaboration platform unable sync file collaboration platform,utdlmzyb dvfpraeg,GRP_0,GRP_0,48,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'sync', 'file', 'unable', 'sync', 'file']"
unable to update password on the password_management_tool password manager,unable update password password management tool password manager unable update password password management tool password manager,eflahbxn ltdgrvkz,GRP_0,GRP_0,74,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'manager', 'unable', 'manager']"
vitalyst transfer: reporting_tool access query,vitalyst transfer report tool access query vitalyst transfer report tool access query,flhkxeqd gwidroap,GRP_0,GRP_0,46,0.0,0.9855999946594238,"user, issue, tool, unable, access, error, need, work, help, system","['report', 'tool', 'access', 'query', 'report', 'tool', 'access', 'query']"
job Job_2881 failed in job_scheduler at: 10/28/2016 18:06:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_13,GRP_13,106,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
user said he will callback ,user say callback user say callback,fumkcsji sarmtlhy,GRP_0,GRP_0,27,0.0,0.98089998960495,"user, issue, tool, unable, access, error, need, work, help, system","['user', 'say', 'callback', 'user', 'say', 'callback']"
unable update passwords on password_management_tool ,unable update password password management tool unable update password password management tool,xeakyiqt knhjogel,GRP_0,GRP_0,52,0.0,0.9775000214576721,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'tool', 'unable', 'management', 'tool']"
erp SID_34 erp production password reset // account is locked,erp sid erp production password reset account lock erp sid erp production password reset account lock,qmgspxkf mckfysdh,GRP_0,GRP_0,61,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['production', 'production', 'account', 'lock']"
server issues,server issue hello try gain access pay roll information hub specifically hr tool etime portal information portal come without problem pay stub continuously show search ring,bgqpotek cuxakvml,GRP_0,GRP_0,310,0.0,0.993399977684021,"user, issue, tool, unable, access, error, need, work, help, system","['try', 'gain', 'access', 'pay', 'roll', 'information', 'hub', 'specifically', 'hr', 'tool', 'come', 'problem', 'pay', 'stub', 'continuously', 'show', 'search', 'ring']"
ticket update on ticket_no0454269,ticket update ticket ticket update ticket,fumkcsji sarmtlhy,GRP_0,GRP_0,33,1.0,0.9563000202178955,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['ticket', 'update', 'ticket', 'ticket', 'update', 'ticket']"
unable to display expense report,unable display expense report unable display expense report,ncksqfmz fzcjunai,GRP_0,GRP_0,32,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'display', 'unable', 'display']"
password reset for upitdmhz owupktcg cruzjc,password reset upitdmhz owupktcg cruzjc password reset upitdmhz owupktcg cruzjc,uazkjifp dhtnevcq,GRP_0,GRP_0,43,2.0,0.9340000152587891,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['upitdmhz', 'owupktcg', 'upitdmhz', 'owupktcg']"
unable to login in benefits tab,unable login benefit tab unable login benefit tab,bsmjflrp bvslpafi,GRP_0,GRP_0,31,0.0,0.9641000032424927,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'benefit', 'benefit']"
"hello, i'm having an issue with my outlook view.  can you call me and let me share my screen?",hello issue outlook view call let share screen hello issue outlook view call let share screen,ndaoxbvi szxlciue,GRP_0,GRP_0,93,0.0,0.9871000051498413,"user, issue, tool, unable, access, error, need, work, help, system","['call', 'let', 'share', 'screen', 'issue', 'call', 'let', 'share', 'screen']"
unable to access mails ,unable access mail unable access mail,cdfqvlzu jzmwuirn,GRP_0,GRP_0,23,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'access', 'mail', 'unable', 'access', 'mail']"
mobile device activation,mobile device activation pm nwfodmhc exurcwkm se ha bloqueado en forma temporal la sincronizaci de su dispositivo vil mediante exchange activesync hasta que su administrador autorice el acceso hi receive message local expert tell open ticket,tvcdfqgp nrbcqwgj,GRP_0,GRP_0,334,0.0,0.9836000204086304,"user, issue, tool, unable, access, error, need, work, help, system","['receive', 'message', 'local', 'expert', 'tell', 'open', 'ticket']"
